customer_id,account_num,address1,address2,address3,address4,city,state_province,postal_code,country,customer_region_id,phone1,phone2,birthdate,marital_status,yearly_income,gender,total_children,num_children_at_home,education,date_accnt_opened,member_card,occupation,houseowner,num_cars_owned
3634,28845018148,8924 Amanda Circle,\N,\N,\N,Lynnwood,WA,84581,USA,75,436-555-9820,132-555-2184,1944-09-25,S,$70K - $90K,M,5,0,Partial College,1992-07-12,Bronze,Professional,Y,2
3635,28853172063,2383 Mt. Davidson Court,\N,\N,\N,Lynnwood,WA,50342,USA,75,532-555-7427,336-555-2306,1914-01-28,M,$10K - $30K,F,5,0,Partial High School,1992-02-14,Normal,Manual,N,0
3636,28876931100,6788 Edward Ave,\N,\N,\N,Oakland,CA,42153,USA,37,144-555-7091,147-555-7998,1931-10-22,S,$90K - $110K,F,4,0,High School Degree,1993-05-28,Bronze,Professional,Y,4
3637,28877843022,3156 Crystal Avenue,\N,\N,\N,Newton,BC,88463,Canada,95,263-555-3327,374-555-6749,1936-03-20,M,$70K - $90K,M,5,1,Bachelors Degree,1992-09-19,Bronze,Professional,N,1
3638,28878663778,5160 Mt. Wilson Way,\N,\N,\N,Royal Oak,BC,27880,Canada,100,797-555-1620,209-555-2070,1976-02-17,M,$30K - $50K,F,1,0,Partial College,1991-08-06,Bronze,Management,Y,2
3639,28889929100,4438 Chrislend Court,\N,\N,\N,Chula Vista,CA,97671,USA,13,278-555-9141,697-555-3106,1913-11-14,M,$30K - $50K,F,2,2,High School Degree,1992-02-05,Bronze,Skilled Manual,Y,3
3640,28893362300,9351 W Lake Drive,#18,\N,\N,Lincoln Acres,CA,82867,USA,10,836-555-6063,794-555-9713,1942-03-10,S,$130K - $150K,M,2,0,High School Degree,1990-03-07,Bronze,Professional,Y,1
3641,28894708800,6228 La Cadena,\N,\N,\N,Langford,BC,46113,Canada,102,339-555-3213,166-555-5720,1919-09-08,S,$30K - $50K,F,2,0,Partial College,1991-04-11,Bronze,Skilled Manual,N,3
3642,28903452754,4051 Sun View Terrace,\N,\N,\N,La Jolla,CA,22148,USA,33,259-555-2420,524-555-5613,1929-07-25,M,$150K +,M,2,0,Bachelors Degree,1992-10-19,Golden,Management,Y,2
3643,28907256100,3838 Sanford St,\N,\N,\N,Walla Walla,WA,24262,USA,88,686-555-7198,820-555-9248,1914-02-26,S,$130K - $150K,F,2,0,Bachelors Degree,1992-06-25,Bronze,Professional,Y,3
3644,28922941700,1915 Stanley Dollar Dr.,\N,\N,\N,Richmond,BC,40781,Canada,90,628-555-5034,301-555-7770,1954-11-25,S,$30K - $50K,F,4,0,High School Degree,1994-01-10,Bronze,Skilled Manual,N,2
3645,28929588198,1956 Pinon Drive,\N,\N,\N,Anacortes,WA,90583,USA,79,416-555-3098,859-555-4691,1975-08-22,S,$30K - $50K,M,3,0,High School Degree,1990-05-05,Bronze,Skilled Manual,N,3
3646,28941341638,2943 Hilton Way,\N,\N,\N,Redwood City,CA,90737,USA,45,621-555-3220,601-555-5499,1919-04-09,M,$10K - $30K,F,3,3,Partial High School,1990-08-18,Normal,Skilled Manual,Y,0
3647,28962380900,3237 Orchid Ct,\N,\N,\N,Corvallis,OR,97883,USA,70,798-555-4968,648-555-6104,1954-08-15,M,$30K - $50K,M,2,1,High School Degree,1991-01-23,Bronze,Manual,Y,2
3648,28966565100,4478 Ryan Rd,\N,\N,\N,San Andres,DF,46725,Mexico,106,125-555-3718,413-555-5539,1922-08-04,S,$10K - $30K,F,2,0,Partial High School,1991-09-08,Normal,Manual,Y,2
3649,28981505000,7682 Palm Avenue,\N,\N,\N,Portland,OR,20033,USA,22,859-555-8039,356-555-3375,1928-10-11,S,$130K - $150K,F,3,0,Graduate Degree,1992-07-05,Bronze,Professional,Y,2
3650,28992974162,P.O. Box 9178,\N,\N,\N,Issaquah,WA,34036,USA,21,209-555-5418,144-555-1439,1959-07-06,M,$10K - $30K,M,2,1,Partial High School,1994-05-12,Normal,Skilled Manual,N,1
3651,28995844100,6539 Greenwood Circle,\N,\N,\N,Coronado,CA,72504,USA,8,305-555-3025,109-555-6904,1961-06-06,M,$50K - $70K,M,1,0,Bachelors Degree,1992-08-11,Bronze,Professional,Y,4
3652,28999282700,8288 Serpentine,\N,\N,\N,Altadena,CA,26377,USA,50,817-555-2689,821-555-3596,1941-12-25,S,$10K - $30K,M,3,0,Partial High School,1990-06-08,Normal,Skilled Manual,N,1
3653,29006004300,4657 Price Lane,\N,\N,\N,Acapulco,Guerrero,57300,Mexico,28,936-555-7925,148-555-2346,1977-01-20,S,$10K - $30K,F,4,0,Partial High School,1992-09-07,Normal,Skilled Manual,N,1
3654,29006363749,9315 Green Valley Road,\N,\N,\N,La Jolla,CA,76334,USA,33,571-555-6218,221-555-1325,1943-08-11,M,$30K - $50K,F,3,2,High School Degree,1992-02-08,Bronze,Skilled Manual,Y,2
3655,29026094079,5938 William Way,\N,\N,\N,Glendale,CA,47126,USA,54,952-555-4739,471-555-7704,1924-05-16,M,$30K - $50K,F,3,3,High School Degree,1991-06-15,Golden,Manual,Y,3
3656,29026925563,852 Ravenwood Drive,\N,\N,\N,Portland,OR,32322,USA,22,609-555-1661,567-555-5311,1915-05-10,S,$50K - $70K,M,3,0,Bachelors Degree,1992-07-25,Bronze,Professional,N,2
3657,29035583700,384 Dayton Court,\N,\N,\N,Victoria,BC,68275,Canada,6,113-555-7811,840-555-1318,1936-10-15,S,$90K - $110K,M,1,0,Bachelors Degree,1994-02-16,Golden,Professional,Y,2
3658,29044097100,5551 Orinda Court,\N,\N,\N,Redwood City,CA,19632,USA,45,932-555-7018,298-555-1211,1978-04-03,M,$30K - $50K,F,5,5,High School Degree,1993-07-05,Golden,Skilled Manual,Y,3
3659,29056134819,5338 Moccasin Ct,\N,\N,\N,Victoria,BC,14253,Canada,6,571-555-5056,706-555-7106,1925-07-01,M,$30K - $50K,F,5,1,Partial College,1992-06-25,Bronze,Professional,N,3
3660,29064733982,3415 Oak Grove Road,\N,\N,\N,Coronado,CA,30772,USA,8,514-555-2892,187-555-5628,1927-02-24,M,$30K - $50K,F,2,1,Partial College,1992-09-07,Silver,Management,Y,3
3661,29071954488,6111 Lancaster,\N,\N,\N,Merida,Yucatan,98047,Mexico,26,302-555-9956,983-555-6206,1922-09-02,M,$110K - $130K,M,1,1,Graduate Degree,1994-04-24,Silver,Professional,Y,3
3662,29072035000,4443 Virginia Lane,\N,\N,\N,Oak Bay,BC,54436,Canada,99,506-555-1078,487-555-3356,1968-01-14,S,$50K - $70K,M,0,0,Bachelors Degree,1991-03-07,Bronze,Management,N,4
3663,29074266552,7393 Jacaranda Dr.,\N,\N,\N,San Gabriel,CA,87873,USA,52,318-555-6771,167-555-7906,1965-02-17,S,$30K - $50K,M,2,0,High School Degree,1991-04-08,Bronze,Manual,Y,2
3664,29075532555,5979 Meadowbrook Drive,\N,\N,\N,Walla Walla,WA,10424,USA,88,545-555-5521,833-555-7342,1965-10-04,M,$10K - $30K,F,5,5,Partial High School,1993-09-16,Normal,Manual,Y,1
3665,29075768600,9183 Joan Ave,\N,\N,\N,Colma,CA,10023,USA,32,379-555-9842,775-555-5178,1933-08-08,M,$10K - $30K,F,1,1,Partial High School,1992-03-11,Normal,Manual,Y,1
3666,29082302451,679 Lanton Ave,\N,\N,\N,Los Angeles,CA,96733,USA,3,629-555-7220,564-555-3242,1926-02-27,M,$50K - $70K,M,4,4,Bachelors Degree,1993-12-26,Golden,Professional,Y,4
3667,29082425832,6793 Almond Street,\N,\N,\N,Redmond,WA,62495,USA,19,964-555-8485,529-555-8706,1972-11-08,S,$50K - $70K,F,2,0,Bachelors Degree,1993-11-23,Bronze,Management,Y,1
3668,29090107700,8542 La Corte Bonita,\N,\N,\N,Pomona,CA,16368,USA,61,337-555-4492,340-555-5399,1966-05-11,M,$130K - $150K,M,3,3,Graduate Degree,1993-06-03,Golden,Professional,Y,3
3669,29105047600,4911 Peachwillow Lane,\N,\N,\N,Lincoln Acres,CA,20998,USA,10,456-555-9728,568-555-4149,1976-05-14,S,$10K - $30K,M,2,0,Bachelors Degree,1992-06-27,Normal,Professional,Y,2
3670,29116849300,9570 Royal Links Ct,#24,\N,\N,San Carlos,CA,40032,USA,44,991-555-8021,641-555-3128,1974-09-03,S,$50K - $70K,F,3,0,Bachelors Degree,1992-06-08,Silver,Professional,Y,2
3671,29117434024,6192 Nottingham Pl,\N,\N,\N,Acapulco,Guerrero,37116,Mexico,28,162-555-7117,581-555-1081,1917-02-04,S,$10K - $30K,M,1,0,Partial High School,1992-04-02,Normal,Skilled Manual,N,1
3672,29125067600,3762 Gumwood,\N,\N,\N,Metchosin,BC,22312,Canada,104,719-555-4038,677-555-7688,1940-10-23,S,$50K - $70K,M,4,0,Bachelors Degree,1992-04-20,Bronze,Professional,Y,3
3673,29125158786,639 Treasure Drive,\N,\N,\N,Walla Walla,WA,58265,USA,88,223-555-1188,950-555-3695,1923-11-25,M,$30K - $50K,M,1,1,Partial High School,1992-09-18,Bronze,Skilled Manual,Y,3
3674,29177547693,8461 Everett Ct,\N,\N,\N,Redmond,WA,96232,USA,19,142-555-9395,408-555-3588,1927-02-11,M,$30K - $50K,M,5,5,High School Degree,1993-08-21,Golden,Skilled Manual,Y,4
3675,29184913039,8247 Crescent Avenue,\N,\N,\N,Burien,WA,62707,USA,74,808-555-8831,943-555-1881,1919-04-17,M,$30K - $50K,F,3,1,Partial College,1990-06-22,Golden,Skilled Manual,Y,3
3676,29195792078,6325 El Pueblo Place,\N,\N,\N,Bremerton,WA,52934,USA,76,750-555-6667,185-555-5745,1952-06-10,M,$30K - $50K,M,4,2,High School Degree,1991-05-02,Golden,Skilled Manual,Y,1
3677,29220227000,6365 Sun View Way,\N,\N,\N,Langley,BC,21210,Canada,94,300-555-1074,981-555-6324,1979-10-12,M,$30K - $50K,M,5,5,High School Degree,1992-05-02,Bronze,Skilled Manual,Y,4
3678,29220414757,4697 Mt. Dell,\N,\N,\N,Daly City,CA,38913,USA,31,504-555-1196,485-555-3474,1929-02-05,S,$70K - $90K,M,1,0,Partial High School,1992-01-10,Bronze,Management,N,2
3679,29228600859,7647 Slavio,\N,\N,\N,Lemon Grove,CA,37328,USA,12,315-555-6888,165-555-8024,1958-10-05,S,$90K - $110K,F,0,0,High School Degree,1993-04-05,Bronze,Professional,Y,3
3680,29245176900,3577 Pembroke Court,\N,\N,\N,Long Beach,CA,58878,USA,48,543-555-5638,831-555-7460,1920-04-17,S,$10K - $30K,F,3,0,High School Degree,1993-05-11,Normal,Manual,Y,1
3681,29247971773,6781 Mitchelleanjen Ln.,\N,\N,\N,Lebanon,OR,58477,USA,72,377-555-9960,773-555-5295,1932-01-02,M,$10K - $30K,F,2,2,Partial High School,1990-10-13,Golden,Manual,N,1
3682,29257268309,8277 N. Mitchell Circle,\N,\N,\N,Albany,OR,46188,USA,71,866-555-1996,562-555-3360,1957-02-18,M,$30K - $50K,M,4,1,Partial College,1993-04-26,Bronze,Professional,N,2
3683,29259516000,1736 Canyon Rd,\N,\N,\N,Downey,CA,84657,USA,58,962-555-8603,642-555-2005,1953-06-13,M,$70K - $90K,M,1,0,Partial High School,1991-11-20,Bronze,Professional,N,3
3684,29276767969,6140 Mt. Whitney Way,\N,\N,\N,Fremont,CA,64822,USA,34,449-555-6790,453-555-7698,1943-09-07,M,$70K - $90K,M,5,4,Graduate Degree,1993-03-25,Golden,Professional,Y,3
3685,29279348254,2509 Seaview Avenue,\N,\N,\N,Burnaby,BC,69452,Canada,92,808-555-6684,680-555-6448,1915-06-07,M,$50K - $70K,M,2,2,Bachelors Degree,1990-11-19,Bronze,Professional,N,2
3686,29292083400,4513 Terry Lynn Lane,#3,\N,\N,N. Vancouver,BC,88486,Canada,97,203-555-1319,753-555-5426,1945-05-20,S,$30K - $50K,F,4,0,High School Degree,1991-02-09,Bronze,Skilled Manual,N,1
3687,29303343296,3791 Rossmor Parkway,\N,\N,\N,Lincoln Acres,CA,59278,USA,10,584-555-8840,103-555-2805,1932-10-03,M,$10K - $30K,M,1,1,Partial High School,1993-07-12,Normal,Manual,N,2
3688,29308219600,8704 Live Oak,\N,\N,\N,San Diego,CA,44474,USA,7,242-555-5762,200-555-9412,1917-03-18,M,$50K - $70K,F,3,3,Bachelors Degree,1990-03-28,Golden,Professional,Y,3
3689,29323685169,8236 Almond Avenue,\N,\N,\N,Oak Bay,BC,80427,Canada,99,884-555-6569,472-555-5419,1932-12-18,M,$10K - $30K,F,4,4,Partial High School,1992-05-24,Normal,Skilled Manual,N,1
3690,29326785802,3404 Jane Ct,\N,\N,\N,Tlaxiaco,Oaxaca,31785,Mexico,30,565-555-2119,830-555-5312,1980-02-12,S,$10K - $30K,M,1,0,Partial High School,1992-03-07,Normal,Manual,N,1
3691,29345566600,3190 Glenhaven Ave,\N,\N,\N,Olympia,WA,33900,USA,85,330-555-1555,465-555-3605,1934-12-16,M,$130K - $150K,M,3,3,High School Degree,1991-09-06,Golden,Professional,Y,3
3692,29355013370,1268 Holiday Hills Drive,\N,\N,\N,Spokane,WA,67021,USA,87,273-555-8391,846-555-2126,1929-10-06,S,$70K - $90K,M,0,0,Bachelors Degree,1994-11-07,Bronze,Professional,Y,2
3693,29368719500,1308 B St.,\N,\N,\N,Bremerton,WA,35298,USA,76,961-555-6455,504-555-8048,1918-11-05,S,$30K - $50K,M,0,0,High School Degree,1992-07-05,Bronze,Skilled Manual,N,4
3694,29373799600,2296 Rapallo Lane,\N,\N,\N,Novato,CA,90685,USA,42,927-555-2919,907-555-5198,1970-10-23,S,$70K - $90K,F,0,0,Bachelors Degree,1990-02-21,Bronze,Professional,N,4
3695,29374995800,2590 Wesley Court,\N,\N,\N,Salem,OR,25124,USA,23,738-555-8612,827-555-4405,1973-07-04,M,$50K - $70K,M,5,3,Bachelors Degree,1994-07-16,Golden,Management,N,3
3696,29376004338,3831 Frigate Ct,\N,\N,\N,Langford,BC,72965,Canada,102,655-555-7937,944-555-9758,1967-08-13,S,$10K - $30K,M,1,0,Partial High School,1992-08-03,Normal,Skilled Manual,N,1
3697,29376948475,7035 Creekridge Lane,\N,\N,\N,Concord,CA,46273,USA,46,728-555-6916,886-555-7594,1941-02-22,M,$30K - $50K,M,5,2,Partial College,1990-06-19,Golden,Professional,Y,3
3698,29380521200,8531 Doncaster Dr,\N,\N,\N,Redwood City,CA,60276,USA,45,978-555-4294,674-555-5658,1928-10-09,S,$150K +,M,5,0,High School Degree,1991-08-01,Silver,Management,Y,2
3699,29381417000,4645 Mehaffey Way,\N,\N,\N,Colma,CA,98744,USA,32,175-555-1901,640-555-2122,1968-02-11,M,$90K - $110K,M,0,0,High School Degree,1991-03-04,Bronze,Professional,Y,2
3700,29390069842,6395 Deermeadow Way,\N,\N,\N,Burien,WA,52618,USA,74,447-555-6908,690-555-2473,1916-11-06,M,$10K - $30K,F,4,2,Partial High School,1991-02-06,Normal,Skilled Manual,Y,2
3701,29399677515,2763 Kirker Pass,\N,\N,\N,San Gabriel,CA,83540,USA,52,805-555-6801,678-555-6565,1920-04-04,S,$110K - $130K,F,1,0,Graduate Degree,1994-11-08,Bronze,Professional,Y,2
3702,29424954652,7422 Meadowbrook,\N,\N,\N,Torrance,CA,35753,USA,57,201-555-1437,751-555-5544,1924-03-25,M,$110K - $130K,F,1,1,Partial High School,1993-11-22,Silver,Professional,Y,3
3703,29425936300,4045 Hillview Dr,\N,\N,\N,Bellingham,WA,73366,USA,78,582-555-8958,101-555-2922,1943-04-05,S,$50K - $70K,M,2,0,Bachelors Degree,1993-01-10,Bronze,Management,N,4
3704,29429010152,8958 Carleton Street,\N,\N,\N,Concord,CA,58562,USA,46,478-555-9537,197-555-9530,1960-05-18,M,$10K - $30K,F,3,3,Partial High School,1992-05-23,Normal,Skilled Manual,Y,1
3705,29435120224,8490 Horseshoe Road,\N,\N,\N,Tlaxiaco,Oaxaca,94515,Mexico,30,882-555-6687,709-555-9194,1949-02-26,S,$30K - $50K,M,3,0,Graduate Degree,1992-04-16,Silver,Management,N,2
3706,29442968368,3658 Belmont,\N,\N,\N,Woodburn,OR,45872,USA,69,563-555-2237,828-555-5430,1947-08-06,S,$70K - $90K,M,2,0,Graduate Degree,1993-01-08,Bronze,Professional,N,3
3707,29444910300,3444 Maywood Lane,\N,\N,\N,El Cajon,CA,47987,USA,16,328-555-1673,463-555-3723,1945-06-18,M,$10K - $30K,M,1,1,Partial High School,1990-04-04,Normal,Skilled Manual,Y,1
3708,29445291161,2768 Baltic Sea Ct,\N,\N,\N,Colma,CA,64506,USA,32,383-555-1768,956-555-4504,1972-01-06,S,$70K - $90K,M,3,0,Graduate Degree,1992-10-15,Bronze,Professional,N,4
3709,29465563297,5464 San Remo Ct,\N,\N,\N,Altadena,CA,57460,USA,50,171-555-8833,614-555-1425,1935-12-13,S,$10K - $30K,M,1,0,Partial High School,1992-03-11,Normal,Skilled Manual,N,0
3710,29483003020,3796 Lindley Ct,\N,\N,\N,Spring Valley,CA,40140,USA,15,137-555-5297,117-555-7575,1949-08-27,S,$50K - $70K,M,3,0,Partial High School,1992-09-10,Bronze,Manual,N,3
3711,29529968500,6746 River Ash Court,\N,\N,\N,Bremerton,WA,73578,USA,76,848-555-1989,937-555-6783,1914-01-06,S,$110K - $130K,M,2,0,High School Degree,1994-02-13,Bronze,Management,Y,2
3712,29552021600,5332 Bonifacio St,\N,\N,\N,Guadalajara,Jalisco,95127,Mexico,4,175-555-9740,463-555-2561,1952-01-23,M,$10K - $30K,M,2,0,Partial High School,1994-10-24,Normal,Skilled Manual,N,1
3713,29553732872,1192 A St.,\N,\N,\N,Acapulco,Guerrero,94727,Mexico,28,248-555-8718,406-555-9397,1946-11-19,S,$30K - $50K,F,4,0,Partial High School,1991-08-22,Bronze,Skilled Manual,N,2
3714,29554559000,2687 Apollo Way,#213,\N,\N,Camacho,Zacatecas,82438,Mexico,27,498-555-6097,194-555-7461,1959-11-27,M,$130K - $150K,F,3,1,Partial High School,1993-06-01,Bronze,Professional,Y,4
3715,29564568996,6145 Frisbie Court,\N,\N,\N,Imperial Beach,CA,48199,USA,14,594-555-3704,159-555-3925,1961-10-27,S,$30K - $50K,F,1,0,High School Degree,1991-09-01,Bronze,Skilled Manual,Y,3
3716,29567707200,551 Almond Ave,#30,\N,\N,Olympia,WA,20723,USA,85,867-555-8711,210-555-4275,1941-05-19,M,$70K - $90K,F,4,0,Partial College,1994-07-12,Bronze,Professional,Y,4
3717,29592544436,4263 San Ysidro Court,\N,\N,\N,Fremont,CA,67033,USA,34,325-555-8604,198-555-8368,1919-08-25,S,$30K - $50K,F,4,0,Partial College,1990-08-27,Bronze,Professional,N,1
3718,29594765305,8922 Franklin Canyon Road,\N,\N,\N,Oregon City,OR,25737,USA,68,860-555-6897,271-555-7347,1955-04-16,M,$90K - $110K,F,2,2,Partial High School,1991-04-12,Golden,Professional,N,3
3719,29601991176,5545 Clemson Court,\N,\N,\N,Yakima,WA,22821,USA,89,102-555-1761,521-555-4725,1924-09-10,S,$10K - $30K,F,3,0,Partial High School,1994-04-21,Normal,Manual,N,2
3720,29609238500,3115 Warmcastle Ct,\N,\N,\N,Torrance,CA,80173,USA,57,588-555-2915,307-555-2907,1915-09-04,S,$150K +,F,2,0,Partial High School,1991-05-04,Silver,Professional,N,2
3721,29627761800,9990 Colorado Dr,\N,\N,\N,Guadalajara,Jalisco,43970,Mexico,4,992-555-9064,819-555-2572,1936-03-09,S,$10K - $30K,M,1,0,Partial High School,1993-03-05,Silver,Skilled Manual,N,1
3722,29644927978,7814 Nephi Court,\N,\N,\N,Burlingame,CA,94326,USA,43,673-555-4614,938-555-7807,1978-08-24,M,$70K - $90K,F,4,4,Bachelors Degree,1992-05-10,Golden,Management,Y,3
3723,29649831056,7600 Schenone Court,\N,\N,\N,Port Hammond,BC,96441,Canada,98,438-555-4050,573-555-6100,1938-03-06,M,$50K - $70K,M,0,0,Partial High School,1991-07-14,Bronze,Skilled Manual,Y,3
3724,29668842600,5678 Stonyhill Circle,\N,\N,\N,Royal Oak,BC,86668,Canada,100,381-555-1886,954-555-4622,1927-06-18,M,$10K - $30K,F,1,1,Partial High School,1991-09-23,Normal,Manual,Y,1
3725,29673026800,5718 Janin Pl,#23,\N,\N,Yakima,WA,47450,USA,89,169-555-8950,611-555-1543,1922-02-23,M,$110K - $130K,M,4,4,Partial High School,1993-10-16,Golden,Professional,Y,3
3726,29674904346,4050 Canyon Road,\N,\N,\N,Bellflower,CA,30131,USA,55,134-555-5414,115-555-7693,1968-05-08,M,$90K - $110K,F,2,2,Partial High School,1991-09-26,Bronze,Management,Y,4
3727,29681427478,7000 Hawes Street,\N,\N,\N,Berkeley,CA,37276,USA,36,846-555-2107,935-555-6900,1965-06-11,M,$30K - $50K,F,4,3,High School Degree,1991-10-26,Bronze,Manual,Y,3
3728,29687365900,8241 San Jose Drive,\N,\N,\N,Lebanon,OR,85118,USA,72,173-555-9857,461-555-2679,1978-06-09,M,$30K - $50K,M,4,4,High School Degree,1991-06-22,Golden,Skilled Manual,Y,4
3729,29688712400,1446 Partridge Dr,\N,\N,\N,Ladner,BC,84717,Canada,96,246-555-8836,404-555-9514,1945-04-13,M,$10K - $30K,F,4,2,Partial High School,1990-01-16,Normal,Skilled Manual,Y,2
3730,29695557355,2941 Jill Ave,\N,\N,\N,Newton,BC,72429,Canada,95,496-555-6214,192-555-7579,1926-06-21,M,$10K - $30K,M,3,3,Partial High School,1991-10-04,Normal,Skilled Manual,Y,1
3731,29709177613,6400 Yosemite Circle,\N,\N,\N,Marysville,WA,11898,USA,82,592-555-3822,396-555-7700,1972-05-02,S,$10K - $30K,F,5,0,Partial High School,1991-09-01,Normal,Manual,N,0
3732,29710373900,805 Pinecrest Rd,\N,\N,\N,Redwood City,CA,91062,USA,45,865-555-8829,317-555-6732,1914-07-18,S,$50K - $70K,F,1,0,Bachelors Degree,1991-04-09,Bronze,Management,Y,4
3733,29711269700,7173 Oak Creek Ct,\N,\N,\N,San Diego,CA,95692,USA,7,433-555-2061,544-555-5482,1924-07-21,M,$30K - $50K,F,5,0,Partial College,1991-04-06,Bronze,Management,N,2
3734,29715116024,1833 Worth Ct,\N,\N,\N,Lemon Grove,CA,15727,USA,12,967-555-9353,378-555-9803,1922-10-10,S,$10K - $30K,F,2,0,Partial High School,1993-07-15,Normal,Skilled Manual,Y,1
3735,29717095500,8455 Mt. Davidson Court,\N,\N,\N,La Jolla,CA,85518,USA,33,448-555-7875,628-555-7182,1935-03-12,S,$10K - $30K,M,2,0,Partial High School,1994-05-08,Normal,Manual,N,1
3736,29724267700,3369 N Lucile Lane,\N,\N,\N,San Francisco,CA,70714,USA,1,106-555-4796,725-555-4789,1958-11-03,M,$10K - $30K,M,0,0,Partial High School,1993-02-15,Normal,Manual,N,2
3737,29727405900,2901 Sullivan Ave,\N,\N,\N,Haney,BC,76683,Canada,93,509-555-1946,336-555-4453,1941-02-06,S,$10K - $30K,F,2,0,Partial High School,1990-07-24,Normal,Skilled Manual,N,1
3738,29727700900,4003 Sugarland Circle,\N,\N,\N,Burbank,CA,58025,USA,53,429-555-1154,455-555-9689,1952-05-14,M,$50K - $70K,M,4,4,Bachelors Degree,1992-08-11,Golden,Management,Y,3
3739,29740307331,3789 Pine Creek Way,\N,\N,\N,Anacortes,WA,60140,USA,79,855-555-5932,990-555-7982,1932-05-10,S,$30K - $50K,F,4,0,High School Degree,1993-07-12,Bronze,Skilled Manual,Y,3
3740,29744314551,1867 Blue Ridge Dr,\N,\N,\N,Marysville,WA,76658,USA,82,798-555-3768,471-555-6503,1966-07-03,M,$50K - $70K,M,5,2,Bachelors Degree,1990-06-18,Bronze,Professional,Y,4
3741,29753396500,1907 Pinecrest Dr,\N,\N,\N,Royal Oak,BC,44935,Canada,100,586-555-1832,129-555-3425,1922-11-05,M,$150K +,M,0,0,High School Degree,1991-06-19,Golden,Management,Y,3
3742,29763149023,2895 Hill Street,\N,\N,\N,Milwaukie,OR,26001,USA,65,551-555-7296,532-555-9575,1943-02-25,M,$10K - $30K,M,2,1,Partial High School,1991-02-26,Normal,Manual,Y,1
3743,29778748750,5845 Oliveria Road,\N,\N,\N,Concord,CA,59438,USA,46,602-555-7646,452-555-8782,1972-11-25,M,$30K - $50K,M,4,0,High School Degree,1994-02-13,Bronze,Manual,Y,2
3744,29783126100,4430 Alexander Pl,\N,\N,\N,Glendale,CA,80988,USA,54,590-555-2739,878-555-4560,1946-07-20,S,$70K - $90K,F,1,0,Bachelors Degree,1993-03-19,Bronze,Professional,Y,2
3745,29784022000,7634 Via Alta,\N,\N,\N,Novato,CA,80587,USA,42,129-555-6773,287-555-7451,1946-02-22,M,$10K - $30K,F,1,1,Partial High School,1991-08-22,Normal,Manual,Y,1
3746,29786114100,9130 Pinole Valley Rd,\N,\N,\N,Chula Vista,CA,68298,USA,13,379-555-4151,975-555-5516,1971-03-11,S,$10K - $30K,F,3,0,Partial High School,1992-10-23,Normal,Manual,N,1
3747,29789997900,5244 Davis Drive,\N,\N,\N,Acapulco,Guerrero,34060,Mexico,28,475-555-1758,279-555-5637,1979-09-16,S,$70K - $90K,F,4,0,Graduate Degree,1991-09-01,Bronze,Professional,N,3
3748,29790298300,6994 Walnut Ave,\N,\N,\N,Corvallis,OR,86932,USA,70,987-555-1423,991-555-2330,1952-08-03,M,$30K - $50K,F,4,1,High School Degree,1993-11-06,Bronze,Skilled Manual,Y,3
3749,29794182200,3362 Temple Drive,\N,\N,\N,Ballard,WA,18855,USA,20,206-555-6658,318-555-1080,1925-04-03,M,$30K - $50K,F,1,0,High School Degree,1991-08-27,Bronze,Skilled Manual,Y,3
3750,29805983900,8021 Dallis Drive,\N,\N,\N,Glendale,CA,37889,USA,54,741-555-4951,152-555-5401,1967-07-27,S,$50K - $70K,M,2,0,Partial College,1992-11-17,Bronze,Professional,Y,2
3751,29817485200,4644 St. Andrews Way,\N,\N,\N,Burien,WA,86813,USA,74,222-555-3473,402-555-2780,1942-08-26,M,$10K - $30K,F,1,1,Partial High School,1990-07-05,Normal,Skilled Manual,Y,2
3752,29828417897,9557 Steven Circle,\N,\N,\N,Burlingame,CA,92876,USA,43,779-555-9394,737-555-4044,1927-01-15,S,$30K - $50K,F,3,0,High School Degree,1992-04-20,Bronze,Manual,Y,2
3753,29838996500,9089 Bonari Court,\N,\N,\N,Merida,Yucatan,29830,Mexico,26,283-555-6544,110-555-9051,1942-10-15,M,$30K - $50K,F,4,3,Partial High School,1994-06-16,Golden,Manual,Y,4
3754,29845868300,6913 Marcia Drive,\N,\N,\N,W. Linn,OR,80187,USA,66,202-555-5751,229-555-5287,1913-06-06,M,$50K - $70K,M,5,2,Partial College,1993-03-27,Silver,Clerical,Y,4
3755,29849306900,6699 Premier Place,\N,\N,\N,Chula Vista,CA,82302,USA,13,629-555-1530,764-555-3580,1937-05-09,S,$30K - $50K,M,3,0,Partial College,1991-07-14,Silver,Manual,N,3
3756,29858914613,2121 Sahara Drive,\N,\N,\N,Spring Valley,CA,72528,USA,15,571-555-8366,244-555-2101,1933-03-27,M,$50K - $70K,F,3,0,High School Degree,1991-05-02,Bronze,Skilled Manual,Y,1
3757,29862176179,4817 Gibrix Drive,\N,\N,\N,Concord,CA,40805,USA,46,472-555-8690,914-555-1283,1921-04-26,S,$50K - $70K,M,2,0,Partial College,1994-02-27,Bronze,Clerical,Y,2
3758,29863050600,3149 Azores Circle,\N,\N,\N,Lemon Grove,CA,23485,USA,12,437-555-5154,418-555-7433,1974-03-16,S,$70K - $90K,M,3,0,Bachelors Degree,1991-05-05,Bronze,Professional,Y,1
